Steve killed someone last night.	ARG0
Bobby killed someone last night.	ARG0
Charlie killed someone last night.	ARG0
Alex killed someone last night.	ARG0
Michael killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
Mike killed someone last night.	ARG0
Patrick killed someone last night.	ARG0
Carl killed someone last night.	ARG0
Kenneth killed someone last night.	ARG0
Al killed someone last night.	ARG0
Frederick killed someone last night.	ARG0
Charles killed someone last night.	ARG0
Michael killed someone last night.	ARG0
Andrew killed someone last night.	ARG0
Ed killed someone last night.	ARG0
Donald killed someone last night.	ARG0
Colin killed someone last night.	ARG0
Harry killed someone last night.	ARG0
Charles killed someone last night.	ARG0
Scott killed someone last night.	ARG0
Greg killed someone last night.	ARG0
Steve killed someone last night.	ARG0
Roger killed someone last night.	ARG0
Alan killed someone last night.	ARG0
Ed killed someone last night.	ARG0
Edward killed someone last night.	ARG0
Jonathan killed someone last night.	ARG0
Carl killed someone last night.	ARG0
Charles killed someone last night.	ARG0
Samuel killed someone last night.	ARG0
Joseph killed someone last night.	ARG0
Lawrence killed someone last night.	ARG0
Ken killed someone last night.	ARG0
Ralph killed someone last night.	ARG0
Edwin killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Ian killed someone last night.	ARG0
Dick killed someone last night.	ARG0
Alfred killed someone last night.	ARG0
Daniel killed someone last night.	ARG0
Carl killed someone last night.	ARG0
Jeff killed someone last night.	ARG0
John killed someone last night.	ARG0
Christopher killed someone last night.	ARG0
Al killed someone last night.	ARG0
Bill killed someone last night.	ARG0
Larry killed someone last night.	ARG0
Kenneth killed someone last night.	ARG0
Alex killed someone last night.	ARG0
Dick shot someone last night.	ARG0
Harry shot someone last night.	ARG0
Albert shot someone last night.	ARG0
Keith shot someone last night.	ARG0
Keith shot someone last night.	ARG0
Billy shot someone last night.	ARG0
Jack shot someone last night.	ARG0
Fred shot someone last night.	ARG0
Alex shot someone last night.	ARG0
Jack shot someone last night.	ARG0
Edwin shot someone last night.	ARG0
Daniel shot someone last night.	ARG0
Robert shot someone last night.	ARG0
Anthony shot someone last night.	ARG0
Christopher shot someone last night.	ARG0
Paul shot someone last night.	ARG0
William shot someone last night.	ARG0
Jay shot someone last night.	ARG0
Steven shot someone last night.	ARG0
Bruce shot someone last night.	ARG0
Edward shot someone last night.	ARG0
Lawrence shot someone last night.	ARG0
Scott shot someone last night.	ARG0
Charlie shot someone last night.	ARG0
Bobby shot someone last night.	ARG0
Jason shot someone last night.	ARG0
Benjamin shot someone last night.	ARG0
Alexander shot someone last night.	ARG0
Adam shot someone last night.	ARG0
Mark shot someone last night.	ARG0
Roger shot someone last night.	ARG0
Thomas shot someone last night.	ARG0
Dick shot someone last night.	ARG0
Michael shot someone last night.	ARG0
Matthew shot someone last night.	ARG0
Benjamin shot someone last night.	ARG0
Lawrence shot someone last night.	ARG0
George shot someone last night.	ARG0
Harold shot someone last night.	ARG0
Joseph shot someone last night.	ARG0
Benjamin shot someone last night.	ARG0
Matt shot someone last night.	ARG0
Ron shot someone last night.	ARG0
Martin shot someone last night.	ARG0
George shot someone last night.	ARG0
Carl shot someone last night.	ARG0
Jonathan shot someone last night.	ARG0
Joe shot someone last night.	ARG0
Christopher shot someone last night.	ARG0
Al shot someone last night.	ARG0
Jeff hit someone last night.	ARG0
Jack hit someone last night.	ARG0
Matt hit someone last night.	ARG0
Louis hit someone last night.	ARG0
Ben hit someone last night.	ARG0
Daniel hit someone last night.	ARG0
Michael hit someone last night.	ARG0
Howard hit someone last night.	ARG0
Stephen hit someone last night.	ARG0
Ed hit someone last night.	ARG0
Jay hit someone last night.	ARG0
Alex hit someone last night.	ARG0
Lawrence hit someone last night.	ARG0
Greg hit someone last night.	ARG0
Henry hit someone last night.	ARG0
Arthur hit someone last night.	ARG0
Thomas hit someone last night.	ARG0
Simon hit someone last night.	ARG0
Alex hit someone last night.	ARG0
Harry hit someone last night.	ARG0
Dick hit someone last night.	ARG0
Keith hit someone last night.	ARG0
Colin hit someone last night.	ARG0
Bill hit someone last night.	ARG0
Harold hit someone last night.	ARG0
Eric hit someone last night.	ARG0
Edwin hit someone last night.	ARG0
Simon hit someone last night.	ARG0
Thomas hit someone last night.	ARG0
Brian hit someone last night.	ARG0
Patrick hit someone last night.	ARG0
Jack hit someone last night.	ARG0
Roger hit someone last night.	ARG0
Jack hit someone last night.	ARG0
Don hit someone last night.	ARG0
Hugh hit someone last night.	ARG0
Ian hit someone last night.	ARG0
Robert hit someone last night.	ARG0
Joseph hit someone last night.	ARG0
Roger hit someone last night.	ARG0
James hit someone last night.	ARG0
Harold hit someone last night.	ARG0
Alexander hit someone last night.	ARG0
Jonathan hit someone last night.	ARG0
Mike hit someone last night.	ARG0
Christopher hit someone last night.	ARG0
Kevin hit someone last night.	ARG0
Bobby hit someone last night.	ARG0
Donald hit someone last night.	ARG0
Jeff hit someone last night.	ARG0
Albert kicked someone last night.	ARG0
Dan kicked someone last night.	ARG0
James kicked someone last night.	ARG0
Jimmy kicked someone last night.	ARG0
Christopher kicked someone last night.	ARG0
Ben kicked someone last night.	ARG0
Frank kicked someone last night.	ARG0
Billy kicked someone last night.	ARG0
Benjamin kicked someone last night.	ARG0
Martin kicked someone last night.	ARG0
Fred kicked someone last night.	ARG0
Patrick kicked someone last night.	ARG0
Francis kicked someone last night.	ARG0
Donald kicked someone last night.	ARG0
Fred kicked someone last night.	ARG0
Chris kicked someone last night.	ARG0
Brian kicked someone last night.	ARG0
Edward kicked someone last night.	ARG0
Ian kicked someone last night.	ARG0
John kicked someone last night.	ARG0
Ray kicked someone last night.	ARG0
Dan kicked someone last night.	ARG0
Harold kicked someone last night.	ARG0
Albert kicked someone last night.	ARG0
Mark kicked someone last night.	ARG0
Christopher kicked someone last night.	ARG0
Ken kicked someone last night.	ARG0
David kicked someone last night.	ARG0
Ian kicked someone last night.	ARG0
Chris kicked someone last night.	ARG0
Daniel kicked someone last night.	ARG0
Al kicked someone last night.	ARG0
Martin kicked someone last night.	ARG0
Ralph kicked someone last night.	ARG0
Harry kicked someone last night.	ARG0
Keith kicked someone last night.	ARG0
David kicked someone last night.	ARG0
James kicked someone last night.	ARG0
Kenneth kicked someone last night.	ARG0
Kenneth kicked someone last night.	ARG0
Johnny kicked someone last night.	ARG0
Francis kicked someone last night.	ARG0
Jack kicked someone last night.	ARG0
Matthew kicked someone last night.	ARG0
Charlie kicked someone last night.	ARG0
Bill kicked someone last night.	ARG0
Ron kicked someone last night.	ARG0
Chris kicked someone last night.	ARG0
Lawrence kicked someone last night.	ARG0
Sam kicked someone last night.	ARG0
Alexander punched someone last night	ARG0
Kevin punched someone last night	ARG0
Edward punched someone last night	ARG0
Louis punched someone last night	ARG0
Adam punched someone last night	ARG0
Anthony punched someone last night	ARG0
Louis punched someone last night	ARG0
Daniel punched someone last night	ARG0
Anthony punched someone last night	ARG0
Edwin punched someone last night	ARG0
Harold punched someone last night	ARG0
Andrew punched someone last night	ARG0
Louis punched someone last night	ARG0
Harry punched someone last night	ARG0
Mike punched someone last night	ARG0
Ralph punched someone last night	ARG0
Donald punched someone last night	ARG0
Alfred punched someone last night	ARG0
Thomas punched someone last night	ARG0
Don punched someone last night	ARG0
Henry punched someone last night	ARG0
Kenneth punched someone last night	ARG0
Jim punched someone last night	ARG0
Charlie punched someone last night	ARG0
Lawrence punched someone last night	ARG0
Henry punched someone last night	ARG0
Edwin punched someone last night	ARG0
Matt punched someone last night	ARG0
Donald punched someone last night	ARG0
Don punched someone last night	ARG0
Kevin punched someone last night	ARG0
Don punched someone last night	ARG0
James punched someone last night	ARG0
Anthony punched someone last night	ARG0
Fred punched someone last night	ARG0
Greg punched someone last night	ARG0
Mike punched someone last night	ARG0
Roger punched someone last night	ARG0
Jason punched someone last night	ARG0
Bobby punched someone last night	ARG0
Albert punched someone last night	ARG0
Hugh punched someone last night	ARG0
Bob punched someone last night	ARG0
Daniel punched someone last night	ARG0
Dick punched someone last night	ARG0
Bruce punched someone last night	ARG0
Ian punched someone last night	ARG0
Greg punched someone last night	ARG0
Bobby punched someone last night	ARG0
Howard punched someone last night	ARG0
Mark beat someone last night.	ARG0
Ian beat someone last night.	ARG0
Ian beat someone last night.	ARG0
George beat someone last night.	ARG0
Bruce beat someone last night.	ARG0
Samuel beat someone last night.	ARG0
George beat someone last night.	ARG0
Brian beat someone last night.	ARG0
Jeff beat someone last night.	ARG0
Lawrence beat someone last night.	ARG0
Andrew beat someone last night.	ARG0
Hugh beat someone last night.	ARG0
Tim beat someone last night.	ARG0
Jack beat someone last night.	ARG0
William beat someone last night.	ARG0
Jay beat someone last night.	ARG0
Dave beat someone last night.	ARG0
Jonathan beat someone last night.	ARG0
Jimmy beat someone last night.	ARG0
Hugh beat someone last night.	ARG0
Joe beat someone last night.	ARG0
Paul beat someone last night.	ARG0
Benjamin beat someone last night.	ARG0
Daniel beat someone last night.	ARG0
Adam beat someone last night.	ARG0
Johnny beat someone last night.	ARG0
Andrew beat someone last night.	ARG0
David beat someone last night.	ARG0
Brian beat someone last night.	ARG0
Eric beat someone last night.	ARG0
Hugh beat someone last night.	ARG0
Edward beat someone last night.	ARG0
Bob beat someone last night.	ARG0
Charles beat someone last night.	ARG0
Dick beat someone last night.	ARG0
Patrick beat someone last night.	ARG0
Francis beat someone last night.	ARG0
Patrick beat someone last night.	ARG0
Benjamin beat someone last night.	ARG0
Francis beat someone last night.	ARG0
Eric beat someone last night.	ARG0
Ralph beat someone last night.	ARG0
David beat someone last night.	ARG0
Harry beat someone last night.	ARG0
Hugh beat someone last night.	ARG0
Richard beat someone last night.	ARG0
Walter beat someone last night.	ARG0
Kenneth beat someone last night.	ARG0
Samuel beat someone last night.	ARG0
Philip beat someone last night.	ARG0
Matt raped someone last night.	ARG0
Jason raped someone last night.	ARG0
Kenneth raped someone last night.	ARG0
David raped someone last night.	ARG0
Bobby raped someone last night.	ARG0
Bruce raped someone last night.	ARG0
John raped someone last night.	ARG0
Albert raped someone last night.	ARG0
Ryan raped someone last night.	ARG0
Peter raped someone last night.	ARG0
William raped someone last night.	ARG0
Frederick raped someone last night.	ARG0
Joe raped someone last night.	ARG0
Bobby raped someone last night.	ARG0
Joe raped someone last night.	ARG0
Brian raped someone last night.	ARG0
George raped someone last night.	ARG0
Thomas raped someone last night.	ARG0
Kevin raped someone last night.	ARG0
Thomas raped someone last night.	ARG0
Tony raped someone last night.	ARG0
Simon raped someone last night.	ARG0
Keith raped someone last night.	ARG0
John raped someone last night.	ARG0
Dan raped someone last night.	ARG0
Henry raped someone last night.	ARG0
David raped someone last night.	ARG0
Jimmy raped someone last night.	ARG0
Donald raped someone last night.	ARG0
Ray raped someone last night.	ARG0
Henry raped someone last night.	ARG0
Ed raped someone last night.	ARG0
Jim raped someone last night.	ARG0
Hugh raped someone last night.	ARG0
Steven raped someone last night.	ARG0
George raped someone last night.	ARG0
William raped someone last night.	ARG0
Jeff raped someone last night.	ARG0
Harold raped someone last night.	ARG0
Howard raped someone last night.	ARG0
Ray raped someone last night.	ARG0
Jonathan raped someone last night.	ARG0
Frederick raped someone last night.	ARG0
Simon raped someone last night.	ARG0
Bruce raped someone last night.	ARG0
Martin raped someone last night.	ARG0
Bobby raped someone last night.	ARG0
Jerry raped someone last night.	ARG0
Frederick raped someone last night.	ARG0
Kenneth raped someone last night.	ARG0
Greg threatened someone last night.	ARG0
Lawrence threatened someone last night.	ARG0
Patrick threatened someone last night.	ARG0
Howard threatened someone last night.	ARG0
Matt threatened someone last night.	ARG0
Walter threatened someone last night.	ARG0
Harold threatened someone last night.	ARG0
Mike threatened someone last night.	ARG0
Nick threatened someone last night.	ARG0
John threatened someone last night.	ARG0
James threatened someone last night.	ARG0
Larry threatened someone last night.	ARG0
Scott threatened someone last night.	ARG0
Bruce threatened someone last night.	ARG0
Hugh threatened someone last night.	ARG0
Nick threatened someone last night.	ARG0
Steven threatened someone last night.	ARG0
Christopher threatened someone last night.	ARG0
Nick threatened someone last night.	ARG0
Charles threatened someone last night.	ARG0
Philip threatened someone last night.	ARG0
Harry threatened someone last night.	ARG0
Colin threatened someone last night.	ARG0
Nick threatened someone last night.	ARG0
Louis threatened someone last night.	ARG0
Jim threatened someone last night.	ARG0
Martin threatened someone last night.	ARG0
Sam threatened someone last night.	ARG0
Mike threatened someone last night.	ARG0
Charlie threatened someone last night.	ARG0
Don threatened someone last night.	ARG0
Keith threatened someone last night.	ARG0
Kevin threatened someone last night.	ARG0
Mike threatened someone last night.	ARG0
Ray threatened someone last night.	ARG0
Patrick threatened someone last night.	ARG0
Jay threatened someone last night.	ARG0
Ed threatened someone last night.	ARG0
Jason threatened someone last night.	ARG0
Tony threatened someone last night.	ARG0
Mike threatened someone last night.	ARG0
Ed threatened someone last night.	ARG0
Mark threatened someone last night.	ARG0
Martin threatened someone last night.	ARG0
Dave threatened someone last night.	ARG0
David threatened someone last night.	ARG0
Francis threatened someone last night.	ARG0
Anthony threatened someone last night.	ARG0
Carl threatened someone last night.	ARG0
Ryan threatened someone last night.	ARG0
Matthew murdered someone last night.	ARG0
Brian murdered someone last night.	ARG0
Larry murdered someone last night.	ARG0
John murdered someone last night.	ARG0
James murdered someone last night.	ARG0
Alexander murdered someone last night.	ARG0
Jay murdered someone last night.	ARG0
Billy murdered someone last night.	ARG0
Tony murdered someone last night.	ARG0
Jimmy murdered someone last night.	ARG0
Ryan murdered someone last night.	ARG0
Philip murdered someone last night.	ARG0
Alfred murdered someone last night.	ARG0
Adam murdered someone last night.	ARG0
Alexander murdered someone last night.	ARG0
Jimmy murdered someone last night.	ARG0
Louis murdered someone last night.	ARG0
Roy murdered someone last night.	ARG0
Patrick murdered someone last night.	ARG0
Matthew murdered someone last night.	ARG0
Kenneth murdered someone last night.	ARG0
Fred murdered someone last night.	ARG0
Benjamin murdered someone last night.	ARG0
Bob murdered someone last night.	ARG0
Harold murdered someone last night.	ARG0
Jeff murdered someone last night.	ARG0
Jonathan murdered someone last night.	ARG0
Thomas murdered someone last night.	ARG0
Ben murdered someone last night.	ARG0
Mark murdered someone last night.	ARG0
